Order Date,Product ID,Product,Quantity,Price,Cost,Discount,Revenue,Profit,Delivery Time (Days),Returned,Customer Name,Region
2024-10-23,P1004,Bed Frame,3,1000,200,0.21,2370.0,1896.0,11,0,Noah Jones,London
2024-02-29,P1008,TV Stand,2,350,60,0.18,574.0,475.6,13,0,Grace Walker,South East
2024-09-21,P1004,Bed Frame,3,1000,200,0.24,2280.0,1824.0,9,0,Grace Walker,North East
2023-09-18,P1009,Chest of Drawers,3,600,100,0.09,1638.0,1365.0,10,0,Quinn Bailey,London
2023-03-28,P1006,Bookshelf,4,300,50,0.19,972.0000000000001,810.0,9,0,Ella Robinson,North East
2024-04-09,P1006,Bookshelf,4,300,50,0.09,1092.0,910.0,3,0,Mia Brown,South West
2023-03-17,P1009,Chest of Drawers,5,600,100,0.16,2520.0,2100.0,7,0,Henry Hughes,South East
2024-04-15,P1004,Bed Frame,4,1000,200,0.11,3560.0,2848.0,11,1,Daniel Cooper,South East
2024-02-18,P1008,TV Stand,1,350,60,0.19,283.5,234.9,10,0,Noah Jones,South East
2025-04-04,P1005,Wardrobe,5,1500,250,0.09,6825.0,5687.5,8,1,Charlotte Evans,North East
2025-06-13,P1005,Wardrobe,4,1500,250,0.16,5040.0,4200.0,2,1,Isla Davies,London
2024-12-26,P1003,Coffee Table,2,200,40,0.04,384.0,307.2,8,0,Isla Davies,South West
2024-04-01,P1001,Dining Table,3,900,150,0.12,2376.0,1980.0,8,0,Mia Brown,Midlands
2024-10-14,P1006,Bookshelf,3,300,50,0.17,747.0,622.5,13,0,Daniel Cooper,South East
2024-11-02,P1002,Armchair,4,500,80,0.13,1740.0,1461.6,4,0,Quinn Bailey,North West
2024-05-09,P1009,Chest of Drawers,3,600,100,0.07,1674.0,1395.0,3,0,Poppy Edwards,South East
2024-08-19,P1008,TV Stand,5,350,60,0.04,1680.0,1392.0,14,0,Liam Mitchell,North West
2024-03-25,P1008,TV Stand,3,350,60,0.08,966.0,800.4000000000001,5,0,Isla Davies,South East
2024-04-29,P1000,Sofa,4,1200,300,0.24,3648.0,2736.0,6,0,Finley Thompson,North East
2024-10-07,P1006,Bookshelf,4,300,50,0.08,1104.0,920.0,14,0,Finley Thompson,North East
2024-09-11,P1008,TV Stand,2,350,60,0.15,595.0,493.0,2,0,Riley Moore,Scotland
2024-10-23,P1007,Office Desk,3,800,120,0.03,2328.0,1978.8,2,0,Sophie Hall,London
2025-01-27,P1004,Bed Frame,4,1000,200,0.21,3160.0,2528.0,11,0,Alice Carter,London
2023-10-16,P1002,Armchair,4,500,80,0.05,1900.0,1596.0,12,0,Ella Robinson,Scotland
2024-12-21,P1009,Chest of Drawers,2,600,100,0.15,1020.0,850.0,8,0,Isla Davies,South West
2024-09-29,P1005,Wardrobe,4,1500,250,0.22,4680.0,3900.0,6,0,Henry Hughes,Scotland
2023-08-23,P1007,Office Desk,2,800,120,0.23,1232.0,1047.2,10,0,Finley Thompson,Wales
2024-02-20,P1005,Wardrobe,3,1500,250,0.02,4410.0,3675.0,8,1,Olivia Green,North West
2025-07-26,P1004,Bed Frame,2,1000,200,0.17,1660.0,1328.0,5,0,Noah Jones,Midlands
2024-05-13,P1004,Bed Frame,4,1000,200,0.1,3600.0,2880.0,14,0,Charlotte Evans,North West
2025-08-31,P1006,Bookshelf,2,300,50,0.05,570.0,475.0,2,0,Katie Adams,South East
2024-09-25,P1001,Dining Table,2,900,150,0.21,1422.0,1185.0,6,0,Charlotte Evans,Midlands
2025-10-16,P1001,Dining Table,2,900,150,0.14,1548.0,1290.0,10,0,Finley Thompson,South West
2023-04-25,P1001,Dining Table,4,900,150,0.21,2844.0,2370.0,7,0,Jack Wilson,Wales
2025-07-20,P1000,Sofa,2,1200,300,0.14,2064.0,1548.0,14,0,Noah Jones,London
2024-11-04,P1007,Office Desk,2,800,120,0.16,1344.0,1142.3999999999999,7,0,Poppy Edwards,South East
2025-10-31,P1006,Bookshelf,3,300,50,0.19,729.0,607.5,4,0,Alice Carter,Midlands
2023-07-25,P1000,Sofa,5,1200,300,0.14,5160.0,3870.0,10,0,Noah Jones,North East
2023-09-04,P1003,Coffee Table,4,200,40,0.16,672.0,537.6,13,0,Quinn Bailey,South West
2025-01-27,P1009,Chest of Drawers,1,600,100,0.12,528.0,440.0,14,0,Olivia Green,London
2023-05-27,P1008,TV Stand,1,350,60,0.01,346.5,287.1,8,1,Henry Hughes,London
2023-04-28,P1001,Dining Table,5,900,150,0.06,4230.0,3525.0,10,0,Liam Mitchell,London
2024-02-16,P1008,TV Stand,4,350,60,0.01,1386.0,1148.4,13,0,Liam Mitchell,South West
2023-12-29,P1006,Bookshelf,3,300,50,0.24,684.0,570.0,7,0,Poppy Edwards,Scotland
2023-05-17,P1002,Armchair,4,500,80,0.0,2000.0,1680.0,8,0,Liam Mitchell,South East
2025-08-15,P1005,Wardrobe,1,1500,250,0.21,1185.0,987.5,14,0,Henry Hughes,South East
2023-01-19,P1004,Bed Frame,4,1000,200,0.09,3640.0,2912.0,4,0,Jack Wilson,Wales
2023-07-14,P1004,Bed Frame,4,1000,200,0.08,3680.0,2944.0,10,0,Isla Davies,Midlands
2023-11-26,P1000,Sofa,2,1200,300,0.03,2328.0,1746.0,5,0,Sophie Hall,Scotland
2023-06-24,P1003,Coffee Table,5,200,40,0.17,830.0,664.0,2,0,Jack Wilson,South West
2025-09-28,P1007,Office Desk,4,800,120,0.21,2528.0,2148.8,6,0,Theo Clarke,Wales
2024-03-24,P1000,Sofa,3,1200,300,0.24,2736.0,2052.0,3,0,Liam Mitchell,South West
2025-08-03,P1009,Chest of Drawers,1,600,100,0.23,462.0,385.0,14,0,Olivia Green,North East
2023-05-21,P1004,Bed Frame,3,1000,200,0.08,2760.0,2208.0,2,0,Liam Mitchell,South East
2025-01-27,P1000,Sofa,1,1200,300,0.21,948.0,711.0,12,0,Liam Mitchell,London
2025-07-18,P1006,Bookshelf,4,300,50,0.15,1020.0,850.0,4,0,Liam Mitchell,South West
2023-04-03,P1001,Dining Table,4,900,150,0.18,2952.0,2460.0,5,0,Noah Jones,Wales
2023-08-27,P1003,Coffee Table,2,200,40,0.16,336.0,268.8,12,0,Charlotte Evans,London
2023-07-24,P1006,Bookshelf,1,300,50,0.18,246.00000000000003,205.00000000000003,11,0,Daniel Cooper,Wales
2024-07-13,P1000,Sofa,3,1200,300,0.03,3492.0,2619.0,14,0,Ella Robinson,North West
2023-09-02,P1003,Coffee Table,4,200,40,0.2,640.0,512.0,3,0,Poppy Edwards,Scotland
2025-04-11,P1005,Wardrobe,3,1500,250,0.04,4320.0,3600.0,5,0,Jack Wilson,North East
2025-07-13,P1006,Bookshelf,4,300,50,0.2,960.0,800.0,9,0,Finley Thompson,North West
2023-10-22,P1001,Dining Table,1,900,150,0.05,855.0,712.5,5,1,Olivia Green,Wales
2024-10-01,P1002,Armchair,1,500,80,0.07,464.99999999999994,390.59999999999997,7,0,Ella Robinson,North East
2025-05-05,P1006,Bookshelf,3,300,50,0.23,693.0,577.5,13,0,Alice Carter,North East
2023-01-17,P1003,Coffee Table,4,200,40,0.17,664.0,531.1999999999999,2,0,Daniel Cooper,Midlands
2023-03-12,P1004,Bed Frame,5,1000,200,0.09,4550.0,3640.0,7,0,Ben Taylor,London
2023-11-01,P1006,Bookshelf,3,300,50,0.11,801.0,667.5,3,1,Noah Jones,North East
2025-10-27,P1000,Sofa,3,1200,300,0.08,3312.0,2484.0,13,0,Finley Thompson,Midlands
2025-03-27,P1007,Office Desk,1,800,120,0.14,688.0,584.8,4,0,Isla Davies,South East
2025-03-31,P1006,Bookshelf,2,300,50,0.23,462.0,385.0,11,0,Poppy Edwards,Wales
2023-07-12,P1002,Armchair,2,500,80,0.14,860.0,722.4,6,0,Katie Adams,Scotland
2024-06-12,P1008,TV Stand,3,350,60,0.11,934.5,774.3000000000001,8,1,Mia Brown,London
2023-06-20,P1001,Dining Table,5,900,150,0.17,3735.0,3112.5,4,0,Daniel Cooper,South West
2023-09-08,P1002,Armchair,5,500,80,0.17,2075.0,1743.0,7,0,Ella Robinson,North East
2024-06-24,P1008,TV Stand,2,350,60,0.05,665.0,551.0,8,0,Alice Carter,Midlands
2024-02-20,P1000,Sofa,4,1200,300,0.05,4560.0,3420.0,7,0,Katie Adams,Scotland
2025-03-04,P1009,Chest of Drawers,2,600,100,0.0,1200.0,1000.0,9,0,Alice Carter,Scotland
2023-01-25,P1007,Office Desk,5,800,120,0.01,3960.0,3366.0,6,0,Jack Wilson,North West
2024-10-29,P1007,Office Desk,2,800,120,0.03,1552.0,1319.2,11,0,Charlotte Evans,Scotland
2024-09-23,P1003,Coffee Table,4,200,40,0.02,784.0,627.2,3,0,Theo Clarke,London
2024-05-19,P1008,TV Stand,5,350,60,0.18,1435.0,1189.0,13,0,Finley Thompson,Midlands
2023-12-02,P1004,Bed Frame,4,1000,200,0.02,3920.0,3136.0,6,0,Daniel Cooper,North West
2024-02-29,P1003,Coffee Table,5,200,40,0.22,780.0,624.0,2,0,Noah Jones,Midlands
2024-05-13,P1007,Office Desk,5,800,120,0.09,3640.0,3094.0,8,0,Daniel Cooper,London
2025-08-04,P1003,Coffee Table,3,200,40,0.06,564.0,451.2,5,0,Sophie Hall,London
2024-09-21,P1003,Coffee Table,2,200,40,0.06,376.0,300.79999999999995,13,0,Daniel Cooper,London
2024-12-18,P1006,Bookshelf,1,300,50,0.05,285.0,237.5,9,0,Ben Taylor,North West
2023-12-05,P1003,Coffee Table,5,200,40,0.03,970.0,776.0,12,0,Ella Robinson,Scotland
2024-10-20,P1000,Sofa,2,1200,300,0.02,2352.0,1764.0,14,0,Theo Clarke,Midlands
2025-08-19,P1001,Dining Table,3,900,150,0.18,2214.0,1845.0000000000002,4,0,Ben Taylor,Scotland
2024-03-04,P1006,Bookshelf,5,300,50,0.05,1425.0,1187.5,12,0,Quinn Bailey,North West
2025-06-17,P1003,Coffee Table,2,200,40,0.24,304.0,243.2,14,0,Henry Hughes,North East
2023-05-19,P1006,Bookshelf,1,300,50,0.05,285.0,237.5,4,0,Poppy Edwards,South West
2025-07-30,P1008,TV Stand,2,350,60,0.06,658.0,545.1999999999999,13,0,Noah Jones,South West
2024-06-25,P1004,Bed Frame,3,1000,200,0.22,2340.0,1872.0,11,0,Daniel Cooper,North West
2023-02-26,P1005,Wardrobe,2,1500,250,0.18,2460.0,2050.0,10,0,Isla Davies,North East
2024-10-19,P1006,Bookshelf,2,300,50,0.2,480.0,400.0,2,0,Henry Hughes,North East
2024-03-10,P1000,Sofa,4,1200,300,0.12,4224.0,3168.0,3,0,Finley Thompson,South West
2024-01-19,P1000,Sofa,5,1200,300,0.04,5760.0,4320.0,2,0,Ben Taylor,North East
2024-07-13,P1003,Coffee Table,4,200,40,0.25,600.0,480.0,9,0,Jack Wilson,Wales
2023-07-13,P1004,Bed Frame,3,1000,200,0.21,2370.0,1896.0,3,0,Theo Clarke,South East
2024-06-17,P1006,Bookshelf,3,300,50,0.05,855.0,712.5,10,1,Finley Thompson,North West
2024-06-01,P1007,Office Desk,2,800,120,0.19,1296.0,1101.6000000000001,10,0,Liam Mitchell,North East
2024-12-16,P1004,Bed Frame,4,1000,200,0.07,3719.9999999999995,2976.0,5,0,Daniel Cooper,South East
2025-01-20,P1000,Sofa,3,1200,300,0.11,3204.0,2403.0,9,0,Riley Moore,London
2023-07-04,P1005,Wardrobe,2,1500,250,0.15,2550.0,2125.0,3,0,Liam Mitchell,North East
2023-10-19,P1009,Chest of Drawers,4,600,100,0.14,2064.0,1720.0,5,0,Quinn Bailey,North East
2025-01-01,P1003,Coffee Table,2,200,40,0.15,340.0,272.0,3,0,Isla Davies,Midlands
2023-04-26,P1009,Chest of Drawers,5,600,100,0.14,2580.0,2150.0,13,0,Mia Brown,South East
2025-04-04,P1001,Dining Table,4,900,150,0.21,2844.0,2370.0,4,0,Ella Robinson,South East
2024-11-15,P1000,Sofa,2,1200,300,0.0,2400.0,1800.0,6,0,Sophie Hall,Midlands
2023-03-23,P1003,Coffee Table,4,200,40,0.16,672.0,537.6,2,0,Olivia Green,South East
2025-04-13,P1001,Dining Table,1,900,150,0.15,765.0,637.5,7,0,Riley Moore,North East
2023-11-29,P1004,Bed Frame,3,1000,200,0.04,2880.0,2304.0,12,0,Poppy Edwards,Midlands
2024-07-10,P1008,TV Stand,3,350,60,0.03,1018.5,843.9,9,0,Ella Robinson,South West
2023-12-01,P1002,Armchair,1,500,80,0.07,464.99999999999994,390.59999999999997,3,0,Grace Walker,Scotland
2024-06-15,P1008,TV Stand,2,350,60,0.05,665.0,551.0,6,0,Isla Davies,North East
2023-08-09,P1005,Wardrobe,4,1500,250,0.07,5580.0,4650.0,6,0,Olivia Green,South East
2024-09-26,P1006,Bookshelf,1,300,50,0.06,282.0,235.0,10,0,Charlotte Evans,Wales
2023-11-19,P1006,Bookshelf,5,300,50,0.17,1245.0,1037.5,2,0,Quinn Bailey,South West
2023-01-03,P1002,Armchair,2,500,80,0.11,890.0,747.6,13,0,Theo Clarke,North West
2023-07-25,P1002,Armchair,4,500,80,0.17,1660.0,1394.3999999999999,11,0,Jack Wilson,South West
2023-02-09,P1009,Chest of Drawers,4,600,100,0.14,2064.0,1720.0,4,0,Ben Taylor,Midlands
2023-02-28,P1006,Bookshelf,1,300,50,0.12,264.0,220.0,6,0,Poppy Edwards,South East
2025-08-08,P1002,Armchair,3,500,80,0.16,1260.0,1058.3999999999999,6,0,Olivia Green,Scotland
2024-07-27,P1008,TV Stand,1,350,60,0.23,269.5,223.3,12,0,Mia Brown,Scotland
2024-10-05,P1009,Chest of Drawers,3,600,100,0.24,1368.0,1140.0,2,0,Isla Davies,Midlands
2025-04-22,P1002,Armchair,4,500,80,0.16,1680.0,1411.2,13,0,Alice Carter,London
2024-09-10,P1009,Chest of Drawers,2,600,100,0.08,1104.0,920.0,8,0,Grace Walker,South West
2023-04-06,P1008,TV Stand,2,350,60,0.2,560.0,464.0,14,0,Olivia Green,North West
2025-06-16,P1004,Bed Frame,2,1000,200,0.06,1880.0,1504.0,7,0,Henry Hughes,North West
2024-07-14,P1004,Bed Frame,1,1000,200,0.13,870.0,696.0,2,0,Riley Moore,South East
2025-06-23,P1002,Armchair,3,500,80,0.16,1260.0,1058.3999999999999,2,0,Henry Hughes,South West
2023-12-14,P1008,TV Stand,3,350,60,0.08,966.0,800.4000000000001,3,0,Henry Hughes,North West
2024-11-01,P1000,Sofa,5,1200,300,0.12,5280.0,3960.0,7,0,Ella Robinson,North West
2023-11-13,P1002,Armchair,1,500,80,0.09,455.0,382.2,9,0,Isla Davies,South West
2024-12-19,P1003,Coffee Table,4,200,40,0.25,600.0,480.0,8,0,Grace Walker,South East
2023-09-07,P1000,Sofa,2,1200,300,0.02,2352.0,1764.0,9,0,Liam Mitchell,North East
2023-11-10,P1005,Wardrobe,2,1500,250,0.17,2490.0,2075.0,4,0,Charlotte Evans,North West
2025-03-17,P1002,Armchair,1,500,80,0.03,485.0,407.4,13,0,Noah Jones,North West
2024-04-29,P1005,Wardrobe,5,1500,250,0.09,6825.0,5687.5,8,0,Ben Taylor,South West
2023-02-13,P1005,Wardrobe,1,1500,250,0.04,1440.0,1200.0,6,0,Henry Hughes,North West
2024-07-24,P1002,Armchair,5,500,80,0.09,2275.0,1911.0,3,0,Isla Davies,South West
2024-08-05,P1008,TV Stand,2,350,60,0.02,686.0,568.4,9,0,Sophie Hall,South East
2025-06-13,P1006,Bookshelf,1,300,50,0.08,276.0,230.0,3,0,Isla Davies,Midlands
2023-08-08,P1007,Office Desk,1,800,120,0.18,656.0,557.6,4,0,Henry Hughes,North East
2025-07-13,P1004,Bed Frame,2,1000,200,0.07,1859.9999999999998,1488.0,12,0,Grace Walker,Scotland
2024-02-05,P1002,Armchair,3,500,80,0.06,1410.0,1184.3999999999999,4,0,Olivia Green,Midlands
2024-12-27,P1006,Bookshelf,3,300,50,0.23,693.0,577.5,9,0,Liam Mitchell,London
2025-09-17,P1007,Office Desk,2,800,120,0.12,1408.0,1196.8,3,0,Charlotte Evans,Wales
2025-06-17,P1002,Armchair,4,500,80,0.11,1780.0,1495.2,9,0,Olivia Green,London
2025-05-07,P1002,Armchair,5,500,80,0.0,2500.0,2100.0,9,0,Grace Walker,Wales
2025-03-14,P1002,Armchair,2,500,80,0.08,920.0,772.8000000000001,6,0,Jack Wilson,South West
2024-05-04,P1004,Bed Frame,1,1000,200,0.1,900.0,720.0,11,0,Finley Thompson,London
2025-07-26,P1006,Bookshelf,4,300,50,0.13,1044.0,870.0,10,0,Theo Clarke,Midlands
2025-04-23,P1001,Dining Table,4,900,150,0.03,3492.0,2910.0,8,0,Ella Robinson,South East
2023-09-24,P1006,Bookshelf,3,300,50,0.24,684.0,570.0,7,0,Henry Hughes,Wales
2023-02-23,P1006,Bookshelf,5,300,50,0.03,1455.0,1212.5,14,0,Daniel Cooper,London
2024-06-11,P1000,Sofa,3,1200,300,0.09,3276.0,2457.0,4,0,Theo Clarke,South East
2024-09-07,P1006,Bookshelf,2,300,50,0.22,468.0,390.0,6,0,Mia Brown,South West
2025-08-12,P1001,Dining Table,3,900,150,0.22,2106.0,1755.0,3,0,Alice Carter,South West
2024-01-21,P1002,Armchair,2,500,80,0.22,780.0,655.2,5,0,Henry Hughes,South East
2025-01-03,P1004,Bed Frame,1,1000,200,0.21,790.0,632.0,5,1,Ella Robinson,South West
2024-12-16,P1000,Sofa,2,1200,300,0.0,2400.0,1800.0,5,0,Daniel Cooper,North East
2024-10-11,P1001,Dining Table,3,900,150,0.1,2430.0,2025.0,2,0,Grace Walker,London
2023-10-27,P1007,Office Desk,2,800,120,0.16,1344.0,1142.3999999999999,14,0,Sophie Hall,Wales
2024-01-30,P1002,Armchair,1,500,80,0.07,464.99999999999994,390.59999999999997,10,0,Jack Wilson,North East
2024-08-15,P1007,Office Desk,2,800,120,0.13,1392.0,1183.2,9,0,Ella Robinson,Midlands
2024-05-28,P1000,Sofa,1,1200,300,0.03,1164.0,873.0,14,0,Riley Moore,North West
2024-01-31,P1008,TV Stand,5,350,60,0.14,1505.0,1247.0,3,0,Daniel Cooper,South West
2024-01-06,P1000,Sofa,2,1200,300,0.18,1968.0000000000002,1476.0,2,0,Daniel Cooper,North West
2025-05-07,P1001,Dining Table,1,900,150,0.12,792.0,660.0,11,0,Quinn Bailey,Scotland
2025-03-01,P1002,Armchair,2,500,80,0.1,900.0,756.0,13,0,Alice Carter,Midlands
2024-10-19,P1000,Sofa,2,1200,300,0.05,2280.0,1710.0,12,0,Henry Hughes,Scotland
2025-01-05,P1006,Bookshelf,5,300,50,0.23,1155.0,962.5,10,0,Ella Robinson,North East
2024-01-19,P1004,Bed Frame,3,1000,200,0.06,2820.0,2256.0,5,0,Henry Hughes,Scotland
2023-03-03,P1001,Dining Table,1,900,150,0.12,792.0,660.0,4,0,Poppy Edwards,London
2024-05-19,P1001,Dining Table,1,900,150,0.07,837.0,697.5,13,0,Henry Hughes,South East
2023-08-27,P1004,Bed Frame,5,1000,200,0.03,4850.0,3880.0,14,0,Liam Mitchell,South East
2023-07-14,P1009,Chest of Drawers,2,600,100,0.16,1008.0,840.0,2,0,Katie Adams,South East
2024-11-08,P1005,Wardrobe,1,1500,250,0.08,1380.0,1150.0,3,0,Charlotte Evans,South West
2023-03-02,P1009,Chest of Drawers,2,600,100,0.18,984.0000000000001,820.0000000000001,5,0,Ella Robinson,London
2025-09-16,P1006,Bookshelf,3,300,50,0.09,819.0,682.5,9,0,Quinn Bailey,North East
2024-11-15,P1009,Chest of Drawers,3,600,100,0.13,1566.0,1305.0,11,0,Finley Thompson,Scotland
2023-06-05,P1002,Armchair,5,500,80,0.24,1900.0,1596.0,5,0,Jack Wilson,North West
2025-07-11,P1005,Wardrobe,4,1500,250,0.22,4680.0,3900.0,3,0,Daniel Cooper,North West
2025-05-17,P1007,Office Desk,4,800,120,0.23,2464.0,2094.4,2,1,Liam Mitchell,North West
2025-06-21,P1001,Dining Table,1,900,150,0.03,873.0,727.5,13,0,Alice Carter,London
2025-09-25,P1002,Armchair,2,500,80,0.01,990.0,831.6,9,0,Katie Adams,London
2025-09-01,P1006,Bookshelf,1,300,50,0.18,246.00000000000003,205.00000000000003,4,0,Olivia Green,Wales
2024-01-23,P1001,Dining Table,2,900,150,0.03,1746.0,1455.0,6,0,Daniel Cooper,Scotland
2025-06-05,P1004,Bed Frame,5,1000,200,0.22,3900.0,3120.0,8,0,Ella Robinson,South East
2025-04-17,P1005,Wardrobe,3,1500,250,0.24,3420.0,2850.0,2,0,Ella Robinson,London
2023-12-06,P1006,Bookshelf,1,300,50,0.21,237.0,197.5,6,0,Liam Mitchell,North East
2023-07-23,P1007,Office Desk,1,800,120,0.18,656.0,557.6,6,0,Noah Jones,Wales
2023-06-10,P1006,Bookshelf,4,300,50,0.19,972.0000000000001,810.0,10,0,Theo Clarke,North East
2024-01-27,P1002,Armchair,1,500,80,0.04,480.0,403.2,10,0,Henry Hughes,Scotland
2025-02-07,P1006,Bookshelf,4,300,50,0.18,984.0000000000001,820.0000000000001,13,0,Riley Moore,Wales
2024-07-28,P1008,TV Stand,3,350,60,0.11,934.5,774.3000000000001,9,0,Riley Moore,Wales
2024-06-17,P1008,TV Stand,3,350,60,0.19,850.5,704.7,2,0,Riley Moore,Midlands
2025-06-11,P1006,Bookshelf,3,300,50,0.21,711.0,592.5,12,0,Charlotte Evans,Scotland
2024-02-09,P1008,TV Stand,2,350,60,0.15,595.0,493.0,14,0,Sophie Hall,Midlands
2024-08-30,P1001,Dining Table,2,900,150,0.23,1386.0,1155.0,7,0,Henry Hughes,North East
2025-04-07,P1000,Sofa,3,1200,300,0.12,3168.0,2376.0,8,0,Grace Walker,South West
2024-11-20,P1005,Wardrobe,4,1500,250,0.11,5340.0,4450.0,14,0,Riley Moore,Wales
2025-06-20,P1002,Armchair,5,500,80,0.12,2200.0,1848.0,8,0,Daniel Cooper,South West
2023-02-25,P1005,Wardrobe,2,1500,250,0.11,2670.0,2225.0,11,0,Liam Mitchell,London
2024-01-01,P1004,Bed Frame,4,1000,200,0.21,3160.0,2528.0,6,0,Olivia Green,London
2024-03-30,P1008,TV Stand,3,350,60,0.04,1008.0,835.1999999999999,6,0,Noah Jones,Midlands
2023-04-14,P1003,Coffee Table,2,200,40,0.04,384.0,307.2,13,0,Henry Hughes,South West
2023-03-18,P1002,Armchair,4,500,80,0.0,2000.0,1680.0,12,0,Daniel Cooper,London
2023-08-18,P1006,Bookshelf,5,300,50,0.07,1395.0,1162.5,7,0,Alice Carter,Scotland
2023-11-27,P1005,Wardrobe,2,1500,250,0.06,2820.0,2350.0,10,0,Ben Taylor,South East
2025-06-11,P1009,Chest of Drawers,4,600,100,0.02,2352.0,1960.0,4,0,Charlotte Evans,Wales
2024-11-18,P1009,Chest of Drawers,3,600,100,0.11,1602.0,1335.0,2,1,Finley Thompson,South West
2023-01-27,P1002,Armchair,2,500,80,0.16,840.0,705.6,5,0,Liam Mitchell,London
2023-10-26,P1001,Dining Table,1,900,150,0.13,783.0,652.5,5,0,Henry Hughes,South East
2025-08-14,P1000,Sofa,1,1200,300,0.14,1032.0,774.0,6,0,Sophie Hall,Scotland
2025-03-09,P1002,Armchair,1,500,80,0.22,390.0,327.6,6,0,Finley Thompson,Wales
2024-04-24,P1002,Armchair,3,500,80,0.02,1470.0,1234.8,14,0,Quinn Bailey,North West
2024-07-26,P1007,Office Desk,3,800,120,0.13,2088.0,1774.8,6,0,Noah Jones,North East
2024-04-02,P1007,Office Desk,2,800,120,0.03,1552.0,1319.2,5,0,Alice Carter,North West
2023-12-31,P1001,Dining Table,4,900,150,0.04,3456.0,2880.0,14,0,Ella Robinson,South West
2025-05-08,P1000,Sofa,4,1200,300,0.03,4656.0,3492.0,11,0,Theo Clarke,London
2023-12-17,P1008,TV Stand,5,350,60,0.22,1365.0,1131.0,7,0,Finley Thompson,South West
2023-09-10,P1006,Bookshelf,2,300,50,0.25,450.0,375.0,2,1,Noah Jones,Wales
2025-02-19,P1008,TV Stand,5,350,60,0.12,1540.0,1276.0,11,0,Isla Davies,North West
2025-03-13,P1003,Coffee Table,1,200,40,0.04,192.0,153.6,6,0,Noah Jones,London
2025-10-08,P1004,Bed Frame,3,1000,200,0.24,2280.0,1824.0,6,0,Charlotte Evans,Scotland
2024-04-03,P1002,Armchair,1,500,80,0.05,475.0,399.0,8,0,Grace Walker,Scotland
2025-07-05,P1009,Chest of Drawers,1,600,100,0.21,474.0,395.0,5,0,Ben Taylor,Midlands
2024-05-13,P1006,Bookshelf,4,300,50,0.07,1116.0,929.9999999999999,12,0,Finley Thompson,South East
2025-08-07,P1007,Office Desk,2,800,120,0.02,1568.0,1332.8,13,0,Poppy Edwards,North East
2024-05-22,P1006,Bookshelf,2,300,50,0.11,534.0,445.0,14,0,Mia Brown,London
2024-05-15,P1000,Sofa,5,1200,300,0.04,5760.0,4320.0,14,0,Liam Mitchell,Scotland
2025-03-13,P1003,Coffee Table,3,200,40,0.15,510.0,408.0,2,0,Isla Davies,South East
2024-08-20,P1001,Dining Table,3,900,150,0.19,2187.0,1822.5000000000002,14,0,Charlotte Evans,North East
2023-06-15,P1009,Chest of Drawers,4,600,100,0.17,1992.0,1660.0,5,0,Katie Adams,South West
2024-04-06,P1003,Coffee Table,4,200,40,0.08,736.0,588.8000000000001,13,0,Jack Wilson,London
2025-07-08,P1008,TV Stand,2,350,60,0.17,581.0,481.4,2,0,Daniel Cooper,South East
2023-04-24,P1003,Coffee Table,1,200,40,0.01,198.0,158.4,13,1,Theo Clarke,South West
2025-09-18,P1004,Bed Frame,1,1000,200,0.03,970.0,776.0,13,0,Grace Walker,Midlands
2023-07-26,P1000,Sofa,4,1200,300,0.07,4464.0,3348.0,7,0,Henry Hughes,North West
2024-05-29,P1001,Dining Table,5,900,150,0.08,4140.0,3450.0,7,0,Sophie Hall,South West
2024-12-09,P1009,Chest of Drawers,5,600,100,0.03,2910.0,2425.0,3,0,Poppy Edwards,South West
2023-05-18,P1000,Sofa,5,1200,300,0.2,4800.0,3600.0,11,0,Katie Adams,South East
2023-12-05,P1004,Bed Frame,4,1000,200,0.2,3200.0,2560.0,5,0,Alice Carter,North East
2024-06-20,P1004,Bed Frame,3,1000,200,0.06,2820.0,2256.0,14,0,Mia Brown,Midlands
2023-03-09,P1005,Wardrobe,3,1500,250,0.15,3825.0,3187.5,2,0,Mia Brown,North East
2024-01-18,P1002,Armchair,1,500,80,0.15,425.0,357.0,10,0,Daniel Cooper,North East
2023-01-19,P1006,Bookshelf,3,300,50,0.14,774.0,645.0,11,0,Quinn Bailey,South East
2024-11-13,P1008,TV Stand,3,350,60,0.06,987.0,817.8,9,0,Ella Robinson,South West
2023-03-15,P1009,Chest of Drawers,3,600,100,0.06,1692.0,1410.0,8,0,Mia Brown,Wales
2024-07-26,P1009,Chest of Drawers,5,600,100,0.24,2280.0,1900.0,4,0,Ben Taylor,North West
2025-07-27,P1002,Armchair,1,500,80,0.04,480.0,403.2,12,0,Ella Robinson,Wales
2023-07-30,P1001,Dining Table,2,900,150,0.06,1692.0,1410.0,12,0,Charlotte Evans,Midlands
2025-05-04,P1003,Coffee Table,2,200,40,0.16,336.0,268.8,3,0,Ella Robinson,London
2024-10-12,P1008,TV Stand,2,350,60,0.16,588.0,487.2,11,0,Quinn Bailey,North East
2025-09-20,P1007,Office Desk,5,800,120,0.07,3719.9999999999995,3162.0,13,0,Ella Robinson,North East
2024-11-25,P1004,Bed Frame,1,1000,200,0.02,980.0,784.0,6,0,Liam Mitchell,Scotland
2024-06-23,P1000,Sofa,5,1200,300,0.12,5280.0,3960.0,5,0,Mia Brown,Midlands
2025-06-19,P1003,Coffee Table,1,200,40,0.06,188.0,150.39999999999998,14,0,Theo Clarke,South East
