Order Date,Product ID,Product,Quantity,Price,Cost,Discount,Revenue,Profit,Delivery Time (Days),Returned,Customer Name,Region,Discount Amount,Elasticity Score,Discount Action,Customer Segment,Profit Per Capita,Regional Population,Latitude,Longitude
2024-04-15,P1006,Bookshelf,4,300,50,0.04,1152.0,960.0,13,0,Olivia Green,Wales,48.0,-0.4337330301570941,Stop Discounting,Occasional,0.37765702488027136,3186581,52.3,-3.6
2024-09-19,P1006,Bookshelf,2,300,50,0.04,576.0,480.0,10,0,Noah Jones,North East,24.0,-0.4337330301570941,Stop Discounting,Occasional,0.41176225550390155,2760678,55.1,-1.7
2023-10-06,P1007,Office Desk,5,800,120,0.06,3760.0,3196.0,2,0,Katie Adams,North West,240.0,0.6690553745928339,Keep Discounting,High-Value Repeat,0.15352933163457455,7737414,53.9,-2.5
2025-05-26,P1006,Bookshelf,4,300,50,0.07,1116.0,930.0,2,0,Alice Carter,London,84.0,-0.4337330301570941,Stop Discounting,Occasional,0.12743413010014815,9089736,51.5074,-0.1278
2024-08-03,P1007,Office Desk,5,800,120,0.17,3320.0,2822.0,2,0,Henry Hughes,North West,680.0,0.6690553745928339,Keep Discounting,Occasional,0.15352933163457455,7737414,53.9,-2.5
2025-05-12,P1001,Dining Table,5,900,150,0.09,4095.0,3412.5,9,0,Liam Mitchell,South East,405.0,-0.19012192601777267,Stop Discounting,High-Value Repeat,0.12677922360209157,9642942,51.15,-0.15
2023-09-11,P1004,Bed Frame,5,1000,200,0.18,4100.0,3280.0000000000005,3,0,Quinn Bailey,South East,900.0,-1.2945817990531299,Stop Discounting,Occasional,0.12677922360209157,9642942,51.15,-0.15
2023-06-30,P1004,Bed Frame,2,1000,200,0.03,1940.0,1552.0,10,0,Henry Hughes,South East,60.0,-1.2945817990531299,Stop Discounting,Occasional,0.12677922360209157,9642942,51.15,-0.15
2024-11-11,P1001,Dining Table,3,900,150,0.08,2484.0,2070.0,5,0,Charlotte Evans,North East,216.0,-0.19012192601777267,Stop Discounting,Occasional,0.41176225550390155,2760678,55.1,-1.7
2025-04-04,P1000,Sofa,2,1200,300,0.12,2112.0,1584.0,14,0,Riley Moore,Midlands,288.0,-0.42994966442953036,Stop Discounting,High-Value Repeat,0.1026457890088573,11250368,52.6,-1.5
2024-11-30,P1005,Wardrobe,1,1500,250,0.16,1260.0,1050.0,13,0,Grace Walker,North East,240.0,-0.01323350519924152,Stop Discounting,Occasional,0.41176225550390155,2760678,55.1,-1.7
2024-07-19,P1004,Bed Frame,1,1000,200,0.24,760.0,608.0,6,0,Jack Wilson,North West,240.0,-1.2945817990531299,Stop Discounting,Occasional,0.15352933163457455,7737414,53.9,-2.5
2024-11-10,P1003,Coffee Table,4,200,40,0.08,736.0,588.8000000000001,13,0,Theo Clarke,London,64.0,-1.0276747871859784,Stop Discounting,Occasional,0.12743413010014815,9089736,51.5074,-0.1278
2024-01-26,P1008,TV Stand,3,350,60,0.01,1039.5,861.3,9,0,Isla Davies,South West,10.5,0.018042399639151857,Stop Discounting,Occasional,0.1951128029549917,5889695,50.95,-3.1
2023-07-31,P1004,Bed Frame,5,1000,200,0.15,4250.0,3400.0,6,0,Jack Wilson,North East,750.0,-1.2945817990531299,Stop Discounting,Occasional,0.41176225550390155,2760678,55.1,-1.7
2024-01-19,P1006,Bookshelf,5,300,50,0.07,1395.0,1162.5,14,0,Mia Brown,South West,105.0,-0.4337330301570941,Stop Discounting,High-Value Repeat,0.1951128029549917,5889695,50.95,-3.1
2023-12-08,P1007,Office Desk,5,800,120,0.22,3120.0,2652.0,11,0,Quinn Bailey,London,880.0,0.6690553745928339,Keep Discounting,Occasional,0.12743413010014815,9089736,51.5074,-0.1278
2025-04-23,P1006,Bookshelf,3,300,50,0.08,828.0,690.0,12,0,Henry Hughes,Midlands,72.0,-0.4337330301570941,Stop Discounting,Occasional,0.1026457890088573,11250368,52.6,-1.5
2024-02-24,P1003,Coffee Table,4,200,40,0.12,704.0,563.2,2,0,Poppy Edwards,Midlands,96.0,-1.0276747871859784,Stop Discounting,Occasional,0.1026457890088573,11250368,52.6,-1.5
2025-01-20,P1008,TV Stand,1,350,60,0.06,329.0,272.59999999999997,6,1,Sophie Hall,Wales,21.0,0.018042399639151857,Stop Discounting,Occasional,0.37765702488027136,3186581,52.3,-3.6
2023-11-02,P1007,Office Desk,4,800,120,0.14,2752.0,2339.2,13,0,Katie Adams,South East,448.0,0.6690553745928339,Keep Discounting,High-Value Repeat,0.12677922360209157,9642942,51.15,-0.15
2024-12-02,P1005,Wardrobe,3,1500,250,0.07,4185.0,3487.4999999999995,11,0,Grace Walker,Scotland,315.0,-0.01323350519924152,Stop Discounting,Occasional,0.20535641529502965,5546900,56.4907,-4.2026
2025-05-18,P1006,Bookshelf,2,300,50,0.14,516.0,430.0,7,0,Grace Walker,Wales,84.0,-0.4337330301570941,Stop Discounting,Occasional,0.37765702488027136,3186581,52.3,-3.6
2024-06-20,P1007,Office Desk,4,800,120,0.23,2464.0,2094.4,14,0,Riley Moore,South West,736.0,0.6690553745928339,Keep Discounting,High-Value Repeat,0.1951128029549917,5889695,50.95,-3.1
2023-07-25,P1005,Wardrobe,4,1500,250,0.08,5520.0,4600.0,10,0,Ella Robinson,London,480.0,-0.01323350519924152,Stop Discounting,High-Value Repeat,0.12743413010014815,9089736,51.5074,-0.1278
2024-05-10,P1004,Bed Frame,3,1000,200,0.2,2400.0,1920.0,3,0,Alice Carter,Wales,600.0,-1.2945817990531299,Stop Discounting,Occasional,0.37765702488027136,3186581,52.3,-3.6
2024-05-18,P1005,Wardrobe,4,1500,250,0.13,5220.0,4350.0,11,0,Katie Adams,Midlands,780.0,-0.01323350519924152,Stop Discounting,High-Value Repeat,0.1026457890088573,11250368,52.6,-1.5
2023-08-01,P1006,Bookshelf,5,300,50,0.2,1200.0,1000.0,14,0,Noah Jones,Scotland,300.0,-0.4337330301570941,Stop Discounting,Occasional,0.20535641529502965,5546900,56.4907,-4.2026
2023-11-06,P1008,TV Stand,5,350,60,0.11,1557.5,1290.5,2,0,Jack Wilson,North East,192.5,0.018042399639151857,Stop Discounting,Occasional,0.41176225550390155,2760678,55.1,-1.7
2024-10-22,P1009,Chest of Drawers,4,600,100,0.08,2208.0,1840.0,7,0,Alice Carter,South West,192.0,-0.48018702906350963,Stop Discounting,Occasional,0.1951128029549917,5889695,50.95,-3.1
2025-01-22,P1002,Armchair,2,500,80,0.15,850.0,714.0,7,0,Ella Robinson,North East,150.0,-2.0750353334189904,Stop Discounting,High-Value Repeat,0.41176225550390155,2760678,55.1,-1.7
2023-09-29,P1009,Chest of Drawers,5,600,100,0.1,2700.0,2250.0,9,0,Theo Clarke,Scotland,300.0,-0.48018702906350963,Stop Discounting,Occasional,0.20535641529502965,5546900,56.4907,-4.2026
2025-07-26,P1006,Bookshelf,5,300,50,0.21,1185.0,987.5,2,0,Grace Walker,Scotland,315.0,-0.4337330301570941,Stop Discounting,Occasional,0.20535641529502965,5546900,56.4907,-4.2026
2023-02-01,P1001,Dining Table,1,900,150,0.22,702.0,585.0,2,0,Riley Moore,Scotland,198.0,-0.19012192601777267,Stop Discounting,High-Value Repeat,0.20535641529502965,5546900,56.4907,-4.2026
2024-03-18,P1003,Coffee Table,5,200,40,0.13,870.0,696.0,8,0,Poppy Edwards,South East,130.0,-1.0276747871859784,Stop Discounting,Occasional,0.12677922360209157,9642942,51.15,-0.15
2023-06-11,P1005,Wardrobe,5,1500,250,0.19,6075.0,5062.5,4,0,Sophie Hall,Wales,1425.0,-0.01323350519924152,Stop Discounting,Occasional,0.37765702488027136,3186581,52.3,-3.6
2025-02-05,P1004,Bed Frame,1,1000,200,0.1,900.0,720.0,13,1,Charlotte Evans,London,100.0,-1.2945817990531299,Stop Discounting,Occasional,0.12743413010014815,9089736,51.5074,-0.1278
2023-09-11,P1001,Dining Table,2,900,150,0.03,1746.0,1455.0,2,0,Riley Moore,London,54.0,-0.19012192601777267,Stop Discounting,High-Value Repeat,0.12743413010014815,9089736,51.5074,-0.1278
2024-06-04,P1000,Sofa,3,1200,300,0.22,2808.0,2106.0,5,0,Theo Clarke,Wales,792.0,-0.42994966442953036,Stop Discounting,Occasional,0.37765702488027136,3186581,52.3,-3.6
2025-09-03,P1000,Sofa,1,1200,300,0.24,912.0,684.0,3,0,Finley Thompson,Midlands,288.0,-0.42994966442953036,Stop Discounting,Occasional,0.1026457890088573,11250368,52.6,-1.5
2023-01-10,P1001,Dining Table,5,900,150,0.24,3420.0,2850.0,3,0,Mia Brown,North West,1080.0,-0.19012192601777267,Stop Discounting,High-Value Repeat,0.15352933163457455,7737414,53.9,-2.5
2024-12-26,P1003,Coffee Table,3,200,40,0.13,522.0,417.6,2,0,Henry Hughes,North West,78.0,-1.0276747871859784,Stop Discounting,Occasional,0.15352933163457455,7737414,53.9,-2.5
2024-05-19,P1008,TV Stand,3,350,60,0.08,966.0,800.4000000000001,14,0,Charlotte Evans,Wales,84.0,0.018042399639151857,Stop Discounting,Occasional,0.37765702488027136,3186581,52.3,-3.6
2025-02-23,P1000,Sofa,1,1200,300,0.14,1032.0,774.0,2,1,Liam Mitchell,South West,168.0,-0.42994966442953036,Stop Discounting,High-Value Repeat,0.1951128029549917,5889695,50.95,-3.1
2024-03-11,P1002,Armchair,5,500,80,0.01,2475.0,2079.0,3,0,Katie Adams,Scotland,25.0,-2.0750353334189904,Stop Discounting,High-Value Repeat,0.20535641529502965,5546900,56.4907,-4.2026
2023-06-02,P1006,Bookshelf,2,300,50,0.14,516.0,430.0,4,0,Finley Thompson,South East,84.0,-0.4337330301570941,Stop Discounting,Occasional,0.12677922360209157,9642942,51.15,-0.15
2025-07-05,P1002,Armchair,2,500,80,0.16,840.0,705.6,12,0,Riley Moore,Scotland,160.0,-2.0750353334189904,Stop Discounting,High-Value Repeat,0.20535641529502965,5546900,56.4907,-4.2026
2025-05-18,P1007,Office Desk,3,800,120,0.06,2256.0,1917.6,3,0,Charlotte Evans,Scotland,144.0,0.6690553745928339,Keep Discounting,Occasional,0.20535641529502965,5546900,56.4907,-4.2026
2025-01-22,P1003,Coffee Table,4,200,40,0.19,648.0,518.4000000000001,5,0,Ella Robinson,Midlands,152.0,-1.0276747871859784,Stop Discounting,High-Value Repeat,0.1026457890088573,11250368,52.6,-1.5
2024-07-16,P1004,Bed Frame,2,1000,200,0.15,1700.0,1360.0,3,0,Noah Jones,Wales,300.0,-1.2945817990531299,Stop Discounting,Occasional,0.37765702488027136,3186581,52.3,-3.6
2024-05-03,P1002,Armchair,3,500,80,0.22,1170.0,982.8,6,0,Theo Clarke,North West,330.0,-2.0750353334189904,Stop Discounting,Occasional,0.15352933163457455,7737414,53.9,-2.5
2025-06-13,P1009,Chest of Drawers,1,600,100,0.01,594.0,495.0,4,0,Grace Walker,Wales,6.0,-0.48018702906350963,Stop Discounting,Occasional,0.37765702488027136,3186581,52.3,-3.6
2023-04-14,P1004,Bed Frame,3,1000,200,0.06,2820.0,2256.0,3,0,Grace Walker,South West,180.0,-1.2945817990531299,Stop Discounting,Occasional,0.1951128029549917,5889695,50.95,-3.1
2025-10-21,P1002,Armchair,2,500,80,0.13,870.0,730.8,2,0,Olivia Green,South East,130.0,-2.0750353334189904,Stop Discounting,Occasional,0.12677922360209157,9642942,51.15,-0.15
2025-10-03,P1006,Bookshelf,1,300,50,0.18,246.00000000000003,205.00000000000003,13,0,Theo Clarke,Midlands,54.0,-0.4337330301570941,Stop Discounting,Occasional,0.1026457890088573,11250368,52.6,-1.5
2024-02-11,P1008,TV Stand,1,350,60,0.25,262.5,217.5,13,0,Katie Adams,Wales,87.5,0.018042399639151857,Stop Discounting,High-Value Repeat,0.37765702488027136,3186581,52.3,-3.6
2023-06-16,P1007,Office Desk,1,800,120,0.09,728.0,618.8000000000001,11,0,Olivia Green,South West,72.0,0.6690553745928339,Keep Discounting,Occasional,0.1951128029549917,5889695,50.95,-3.1
2024-05-23,P1001,Dining Table,2,900,150,0.11,1602.0,1335.0,3,0,Jack Wilson,Wales,198.0,-0.19012192601777267,Stop Discounting,Occasional,0.37765702488027136,3186581,52.3,-3.6
2023-11-09,P1005,Wardrobe,3,1500,250,0.23,3465.0,2887.5,13,0,Jack Wilson,Scotland,1035.0,-0.01323350519924152,Stop Discounting,Occasional,0.20535641529502965,5546900,56.4907,-4.2026
2025-02-01,P1009,Chest of Drawers,3,600,100,0.07,1674.0,1395.0,3,0,Finley Thompson,Scotland,126.0,-0.48018702906350963,Stop Discounting,Occasional,0.20535641529502965,5546900,56.4907,-4.2026
2024-11-11,P1003,Coffee Table,2,200,40,0.22,312.0,249.6,12,0,Finley Thompson,Scotland,88.0,-1.0276747871859784,Stop Discounting,Occasional,0.20535641529502965,5546900,56.4907,-4.2026
2024-04-21,P1007,Office Desk,1,800,120,0.19,648.0,550.8000000000001,10,0,Mia Brown,London,152.0,0.6690553745928339,Keep Discounting,High-Value Repeat,0.12743413010014815,9089736,51.5074,-0.1278
2023-03-14,P1009,Chest of Drawers,4,600,100,0.06,2256.0,1880.0,2,0,Daniel Cooper,Scotland,144.0,-0.48018702906350963,Stop Discounting,High-Value Repeat,0.20535641529502965,5546900,56.4907,-4.2026
2024-08-04,P1000,Sofa,5,1200,300,0.19,4860.0,3645.000000000001,14,0,Henry Hughes,London,1140.0,-0.42994966442953036,Stop Discounting,Occasional,0.12743413010014815,9089736,51.5074,-0.1278
2023-09-19,P1004,Bed Frame,2,1000,200,0.22,1560.0,1248.0,13,0,Riley Moore,North West,440.0,-1.2945817990531299,Stop Discounting,High-Value Repeat,0.15352933163457455,7737414,53.9,-2.5
2023-09-02,P1001,Dining Table,2,900,150,0.2,1440.0,1200.0,7,0,Grace Walker,Wales,360.0,-0.19012192601777267,Stop Discounting,Occasional,0.37765702488027136,3186581,52.3,-3.6
2024-07-14,P1006,Bookshelf,3,300,50,0.08,828.0,690.0,10,0,Riley Moore,South East,72.0,-0.4337330301570941,Stop Discounting,High-Value Repeat,0.12677922360209157,9642942,51.15,-0.15
2023-06-24,P1005,Wardrobe,5,1500,250,0.07,6974.999999999999,5812.5,4,0,Charlotte Evans,South East,525.0,-0.01323350519924152,Stop Discounting,Occasional,0.12677922360209157,9642942,51.15,-0.15
2023-04-19,P1008,TV Stand,4,350,60,0.14,1204.0,997.6,8,0,Katie Adams,Scotland,196.0,0.018042399639151857,Stop Discounting,High-Value Repeat,0.20535641529502965,5546900,56.4907,-4.2026
2023-07-02,P1007,Office Desk,1,800,120,0.04,768.0,652.8,9,0,Finley Thompson,North West,32.0,0.6690553745928339,Keep Discounting,Occasional,0.15352933163457455,7737414,53.9,-2.5
2023-07-11,P1003,Coffee Table,2,200,40,0.01,396.0,316.8,5,0,Quinn Bailey,South West,4.0,-1.0276747871859784,Stop Discounting,Occasional,0.1951128029549917,5889695,50.95,-3.1
2023-03-06,P1007,Office Desk,2,800,120,0.06,1504.0,1278.4,9,0,Alice Carter,South East,96.0,0.6690553745928339,Keep Discounting,Occasional,0.12677922360209157,9642942,51.15,-0.15
2025-08-20,P1007,Office Desk,4,800,120,0.21,2528.0,2148.8,5,0,Mia Brown,North East,672.0,0.6690553745928339,Keep Discounting,High-Value Repeat,0.41176225550390155,2760678,55.1,-1.7
2025-05-13,P1006,Bookshelf,5,300,50,0.09,1365.0,1137.5,13,0,Grace Walker,Scotland,135.0,-0.4337330301570941,Stop Discounting,Occasional,0.20535641529502965,5546900,56.4907,-4.2026
2024-01-04,P1000,Sofa,1,1200,300,0.17,996.0,747.0,5,0,Alice Carter,North West,204.0,-0.42994966442953036,Stop Discounting,Occasional,0.15352933163457455,7737414,53.9,-2.5
2025-04-30,P1001,Dining Table,4,900,150,0.14,3096.0,2580.0,2,0,Ella Robinson,North East,504.0,-0.19012192601777267,Stop Discounting,High-Value Repeat,0.41176225550390155,2760678,55.1,-1.7
2023-02-12,P1007,Office Desk,5,800,120,0.05,3800.0,3230.0,8,0,Poppy Edwards,Wales,200.0,0.6690553745928339,Keep Discounting,Occasional,0.37765702488027136,3186581,52.3,-3.6
2024-05-02,P1001,Dining Table,3,900,150,0.07,2511.0,2092.5,11,1,Charlotte Evans,Midlands,189.0,-0.19012192601777267,Stop Discounting,Occasional,0.1026457890088573,11250368,52.6,-1.5
2023-03-19,P1007,Office Desk,3,800,120,0.12,2112.0,1795.2,8,0,Ella Robinson,Wales,288.0,0.6690553745928339,Keep Discounting,High-Value Repeat,0.37765702488027136,3186581,52.3,-3.6
2025-04-05,P1004,Bed Frame,2,1000,200,0.24,1520.0,1216.0,14,0,Finley Thompson,London,480.0,-1.2945817990531299,Stop Discounting,Occasional,0.12743413010014815,9089736,51.5074,-0.1278
2024-11-04,P1000,Sofa,2,1200,300,0.05,2280.0,1710.0,11,0,Theo Clarke,South East,120.0,-0.42994966442953036,Stop Discounting,Occasional,0.12677922360209157,9642942,51.15,-0.15
2024-12-01,P1002,Armchair,2,500,80,0.2,800.0,672.0,12,0,Jack Wilson,South East,200.0,-2.0750353334189904,Stop Discounting,Occasional,0.12677922360209157,9642942,51.15,-0.15
2025-01-28,P1008,TV Stand,2,350,60,0.24,532.0,440.8,3,0,Mia Brown,London,168.0,0.018042399639151857,Stop Discounting,High-Value Repeat,0.12743413010014815,9089736,51.5074,-0.1278
2024-12-28,P1001,Dining Table,5,900,150,0.07,4185.0,3487.4999999999995,12,0,Alice Carter,North West,315.0,-0.19012192601777267,Stop Discounting,Occasional,0.15352933163457455,7737414,53.9,-2.5
2025-07-13,P1002,Armchair,3,500,80,0.08,1380.0,1159.2,8,0,Olivia Green,North East,120.0,-2.0750353334189904,Stop Discounting,Occasional,0.41176225550390155,2760678,55.1,-1.7
2025-06-20,P1002,Armchair,2,500,80,0.05,950.0,798.0,5,0,Grace Walker,South West,50.0,-2.0750353334189904,Stop Discounting,Occasional,0.1951128029549917,5889695,50.95,-3.1
2025-06-07,P1008,TV Stand,4,350,60,0.1,1260.0,1044.0,10,0,Grace Walker,Wales,140.0,0.018042399639151857,Stop Discounting,Occasional,0.37765702488027136,3186581,52.3,-3.6
2025-09-19,P1000,Sofa,3,1200,300,0.12,3168.0,2376.0,11,1,Quinn Bailey,South East,432.0,-0.42994966442953036,Stop Discounting,Occasional,0.12677922360209157,9642942,51.15,-0.15
2023-12-05,P1006,Bookshelf,2,300,50,0.16,504.0,420.0,6,0,Jack Wilson,Wales,96.0,-0.4337330301570941,Stop Discounting,Occasional,0.37765702488027136,3186581,52.3,-3.6
2023-07-12,P1000,Sofa,1,1200,300,0.05,1140.0,855.0,13,0,Theo Clarke,South West,60.0,-0.42994966442953036,Stop Discounting,Occasional,0.1951128029549917,5889695,50.95,-3.1
2023-10-10,P1000,Sofa,4,1200,300,0.25,3600.0,2700.0,13,0,Mia Brown,Midlands,1200.0,-0.42994966442953036,Stop Discounting,High-Value Repeat,0.1026457890088573,11250368,52.6,-1.5
2024-01-25,P1003,Coffee Table,3,200,40,0.23,462.0,369.6,7,0,Liam Mitchell,Midlands,138.0,-1.0276747871859784,Stop Discounting,High-Value Repeat,0.1026457890088573,11250368,52.6,-1.5
2025-09-26,P1003,Coffee Table,4,200,40,0.04,768.0,614.4,4,0,Charlotte Evans,South West,32.0,-1.0276747871859784,Stop Discounting,Occasional,0.1951128029549917,5889695,50.95,-3.1
2024-06-08,P1006,Bookshelf,2,300,50,0.23,462.0,385.0,11,0,Alice Carter,South West,138.0,-0.4337330301570941,Stop Discounting,Occasional,0.1951128029549917,5889695,50.95,-3.1
2024-10-20,P1005,Wardrobe,3,1500,250,0.01,4455.0,3712.5,12,0,Grace Walker,South East,45.0,-0.01323350519924152,Stop Discounting,Occasional,0.12677922360209157,9642942,51.15,-0.15
2024-12-16,P1003,Coffee Table,1,200,40,0.17,166.0,132.79999999999998,2,0,Daniel Cooper,London,34.0,-1.0276747871859784,Stop Discounting,High-Value Repeat,0.12743413010014815,9089736,51.5074,-0.1278
2025-06-09,P1002,Armchair,5,500,80,0.13,2175.0,1827.0,12,0,Ben Taylor,Scotland,325.0,-2.0750353334189904,Stop Discounting,Occasional,0.20535641529502965,5546900,56.4907,-4.2026
2024-03-27,P1008,TV Stand,3,350,60,0.19,850.5,704.7,9,0,Daniel Cooper,North East,199.5,0.018042399639151857,Stop Discounting,High-Value Repeat,0.41176225550390155,2760678,55.1,-1.7
2024-03-03,P1005,Wardrobe,4,1500,250,0.25,4500.0,3750.0,14,0,Riley Moore,Midlands,1500.0,-0.01323350519924152,Stop Discounting,High-Value Repeat,0.1026457890088573,11250368,52.6,-1.5
2025-06-01,P1009,Chest of Drawers,2,600,100,0.07,1116.0,930.0,10,0,Grace Walker,Scotland,84.0,-0.48018702906350963,Stop Discounting,Occasional,0.20535641529502965,5546900,56.4907,-4.2026
2023-11-09,P1006,Bookshelf,1,300,50,0.24,228.0,190.0,9,0,Daniel Cooper,Midlands,72.0,-0.4337330301570941,Stop Discounting,High-Value Repeat,0.1026457890088573,11250368,52.6,-1.5
2025-04-19,P1003,Coffee Table,3,200,40,0.11,534.0,427.2,8,0,Daniel Cooper,North East,66.0,-1.0276747871859784,Stop Discounting,High-Value Repeat,0.41176225550390155,2760678,55.1,-1.7
2024-06-02,P1005,Wardrobe,4,1500,250,0.03,5820.0,4850.0,10,0,Finley Thompson,South West,180.0,-0.01323350519924152,Stop Discounting,Occasional,0.1951128029549917,5889695,50.95,-3.1
2024-01-10,P1006,Bookshelf,5,300,50,0.22,1170.0,975.0,2,0,Katie Adams,South West,330.0,-0.4337330301570941,Stop Discounting,High-Value Repeat,0.1951128029549917,5889695,50.95,-3.1
2024-03-26,P1006,Bookshelf,1,300,50,0.13,261.0,217.5,2,0,Grace Walker,Wales,39.0,-0.4337330301570941,Stop Discounting,Occasional,0.37765702488027136,3186581,52.3,-3.6
2025-10-11,P1003,Coffee Table,2,200,40,0.06,376.0,300.79999999999995,4,0,Charlotte Evans,North West,24.0,-1.0276747871859784,Stop Discounting,Occasional,0.15352933163457455,7737414,53.9,-2.5
2024-08-17,P1009,Chest of Drawers,2,600,100,0.2,960.0,800.0,5,1,Liam Mitchell,South West,240.0,-0.48018702906350963,Stop Discounting,High-Value Repeat,0.1951128029549917,5889695,50.95,-3.1
2024-05-14,P1001,Dining Table,1,900,150,0.08,828.0,690.0,10,0,Grace Walker,Scotland,72.0,-0.19012192601777267,Stop Discounting,Occasional,0.20535641529502965,5546900,56.4907,-4.2026
2024-04-08,P1004,Bed Frame,4,1000,200,0.04,3840.0,3072.0,5,0,Theo Clarke,Wales,160.0,-1.2945817990531299,Stop Discounting,Occasional,0.37765702488027136,3186581,52.3,-3.6
2023-04-23,P1001,Dining Table,2,900,150,0.22,1404.0,1170.0,3,1,Riley Moore,London,396.0,-0.19012192601777267,Stop Discounting,High-Value Repeat,0.12743413010014815,9089736,51.5074,-0.1278
2023-11-27,P1004,Bed Frame,1,1000,200,0.08,920.0,736.0,9,0,Daniel Cooper,North East,80.0,-1.2945817990531299,Stop Discounting,High-Value Repeat,0.41176225550390155,2760678,55.1,-1.7
2023-05-20,P1006,Bookshelf,4,300,50,0.04,1152.0,960.0,14,0,Ella Robinson,North East,48.0,-0.4337330301570941,Stop Discounting,High-Value Repeat,0.41176225550390155,2760678,55.1,-1.7
2025-06-20,P1002,Armchair,2,500,80,0.08,920.0,772.8000000000001,11,0,Katie Adams,Wales,80.0,-2.0750353334189904,Stop Discounting,High-Value Repeat,0.37765702488027136,3186581,52.3,-3.6
2024-05-31,P1001,Dining Table,1,900,150,0.06,846.0,705.0,7,0,Katie Adams,South West,54.0,-0.19012192601777267,Stop Discounting,High-Value Repeat,0.1951128029549917,5889695,50.95,-3.1
2024-07-22,P1009,Chest of Drawers,1,600,100,0.08,552.0,460.0,10,0,Sophie Hall,Wales,48.0,-0.48018702906350963,Stop Discounting,Occasional,0.37765702488027136,3186581,52.3,-3.6
2025-04-25,P1006,Bookshelf,3,300,50,0.08,828.0,690.0,5,0,Quinn Bailey,Midlands,72.0,-0.4337330301570941,Stop Discounting,Occasional,0.1026457890088573,11250368,52.6,-1.5
2023-04-28,P1008,TV Stand,1,350,60,0.15,297.5,246.5,4,0,Sophie Hall,South West,52.5,0.018042399639151857,Stop Discounting,Occasional,0.1951128029549917,5889695,50.95,-3.1
2025-06-06,P1003,Coffee Table,5,200,40,0.02,980.0,784.0,11,0,Alice Carter,South East,20.0,-1.0276747871859784,Stop Discounting,Occasional,0.12677922360209157,9642942,51.15,-0.15
2023-02-19,P1004,Bed Frame,2,1000,200,0.18,1640.0000000000002,1312.0,14,0,Henry Hughes,Scotland,360.0,-1.2945817990531299,Stop Discounting,Occasional,0.20535641529502965,5546900,56.4907,-4.2026
2023-01-19,P1003,Coffee Table,2,200,40,0.02,392.0,313.6,12,0,Theo Clarke,South East,8.0,-1.0276747871859784,Stop Discounting,Occasional,0.12677922360209157,9642942,51.15,-0.15
2024-12-26,P1000,Sofa,5,1200,300,0.15,5100.0,3825.0,4,0,Ella Robinson,North East,900.0,-0.42994966442953036,Stop Discounting,High-Value Repeat,0.41176225550390155,2760678,55.1,-1.7
2023-07-16,P1007,Office Desk,5,800,120,0.17,3320.0,2822.0,9,0,Jack Wilson,Midlands,680.0,0.6690553745928339,Keep Discounting,Occasional,0.1026457890088573,11250368,52.6,-1.5
2024-07-12,P1002,Armchair,5,500,80,0.2,2000.0,1680.0,12,1,Mia Brown,Midlands,500.0,-2.0750353334189904,Stop Discounting,High-Value Repeat,0.1026457890088573,11250368,52.6,-1.5
2024-03-27,P1000,Sofa,4,1200,300,0.18,3936.000000000001,2952.0,3,0,Henry Hughes,Wales,864.0,-0.42994966442953036,Stop Discounting,Occasional,0.37765702488027136,3186581,52.3,-3.6
2023-10-16,P1005,Wardrobe,2,1500,250,0.18,2460.0,2050.0,13,0,Ella Robinson,North West,540.0,-0.01323350519924152,Stop Discounting,High-Value Repeat,0.15352933163457455,7737414,53.9,-2.5
2024-01-26,P1005,Wardrobe,5,1500,250,0.23,5775.0,4812.5,2,0,Ben Taylor,Scotland,1725.0,-0.01323350519924152,Stop Discounting,Occasional,0.20535641529502965,5546900,56.4907,-4.2026
2023-08-03,P1004,Bed Frame,3,1000,200,0.17,2490.0,1992.0,8,0,Alice Carter,Midlands,510.0,-1.2945817990531299,Stop Discounting,Occasional,0.1026457890088573,11250368,52.6,-1.5
2023-08-03,P1005,Wardrobe,3,1500,250,0.18,3690.000000000001,3075.0000000000005,8,0,Katie Adams,Midlands,810.0,-0.01323350519924152,Stop Discounting,High-Value Repeat,0.1026457890088573,11250368,52.6,-1.5
2023-05-08,P1003,Coffee Table,1,200,40,0.16,168.0,134.4,7,0,Riley Moore,South West,32.0,-1.0276747871859784,Stop Discounting,High-Value Repeat,0.1951128029549917,5889695,50.95,-3.1
2025-01-29,P1003,Coffee Table,2,200,40,0.04,384.0,307.2,6,0,Henry Hughes,Scotland,16.0,-1.0276747871859784,Stop Discounting,Occasional,0.20535641529502965,5546900,56.4907,-4.2026
2024-02-08,P1008,TV Stand,1,350,60,0.16,294.0,243.6,4,0,Katie Adams,London,56.0,0.018042399639151857,Stop Discounting,High-Value Repeat,0.12743413010014815,9089736,51.5074,-0.1278
2023-12-04,P1007,Office Desk,1,800,120,0.13,696.0,591.6,9,0,Alice Carter,South East,104.0,0.6690553745928339,Keep Discounting,Occasional,0.12677922360209157,9642942,51.15,-0.15
2025-04-10,P1007,Office Desk,5,800,120,0.01,3960.0,3366.0,4,0,Charlotte Evans,Midlands,40.0,0.6690553745928339,Keep Discounting,Occasional,0.1026457890088573,11250368,52.6,-1.5
2024-12-14,P1000,Sofa,4,1200,300,0.22,3744.0,2808.0,5,0,Ella Robinson,Midlands,1056.0,-0.42994966442953036,Stop Discounting,High-Value Repeat,0.1026457890088573,11250368,52.6,-1.5
